ein,year,reference_link,tax_period_end_date,tax_period_start_date,return_type_code,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance
62-0476301,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841229349301289,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,318053382,3602122,37915695,15666452,1554835,null,342349912
62-0476301,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741099349300624,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,340088169,6026860,-11393953,15016224,1651470,null,318053382
62-0476301,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201641169349300814,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,335078527,1520636,17808254,13174935,1144313,null,340088169
62-0476301,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541179349300639,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,294366992,5366783,49204561,12668207,1191602,null,335078527
35-0868202,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202441369349306109,2023-06-30,2022-07-01,990,7779875,0,0,961966,1152111,0,1107435,376541330,7533656,17813607,4603843,14559266,1223428,381502056
35-0868202,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202341319349307064,2022-06-30,2021-07-01,990,15177429,0,0,-6457598,1286250,0,2498521,409721338,5190657,-19065560,4287976,13692403,1324726,376541330
35-0868202,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202241339349302369,2021-06-30,2020-07-01,990,15489833,0,0,3836789,1187234,0,2127914,327543389,4769753,96621526,4183395,13802744,1227191,409721338
35-0868202,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131379349301558,2020-06-30,2019-07-01,990,7921546,0,0,1637533,917915,0,null,335639720,8249288,2343994,3993039,13752548,944026,327543389
35-0868202,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202011539349300701,2019-06-30,2018-07-01,990,7626674,0,0,4784064,1308788,0,null,341122051,8788144,5740391,4258561,14664834,1087471,335639720
35-0868202,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201921359349302372,2018-06-30,2017-07-01,990,7563467,0,0,-153144,1158410,0,null,331748928,3718112,26771741,4700054,15281747,1134929,341122051
35-0868202,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201821249349301107,2017-06-30,2016-07-01,990,6383452,0,0,1074365,1136945,0,null,319964719,3529351,30124157,3969192,16786017,1114090,331748928
35-0868202,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741229349301759,2016-06-30,2015-07-01,990,9816916,0,0,-13298580,1120760,0,null,346844625,5611669,-10230045,3974476,17159522,1127532,319964719
35-0868202,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201621309349302012,2015-06-30,2014-07-01,990,8297492,0,0,4133486,840298,0,null,362448629,1439500,4823807,3598815,17428197,840299,346844625
35-0868202,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201521329349300507,2014-06-30,2013-07-01,990,10919045,0,0,12673551,888593,0,null,339789723,3038561,40816593,3328416,16979239,888593,362448629
04-2300472,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202521049349301642,2024-05-31,2023-06-01,990,null,null,null,null,null,null,null,390021654,3870493,47449951,3352226,11605408,null,426384464
04-2300472,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202411039349300416,2023-05-31,2022-06-01,990,null,null,null,null,null,null,null,406592352,3942546,14828565,6422421,28919388,null,390021654
04-2300472,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321039349301437,2022-05-31,2021-06-01,990,null,null,null,null,null,null,null,446633116,4366019,-41093737,2825961,487085,null,406592352
04-2300472,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211039349301221,2021-05-31,2020-06-01,990,null,null,null,null,null,null,null,327571106,20631458,114628362,2460186,13737627,null,446633113
04-2300472,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202111059349301621,2020-05-31,2019-06-01,990,2015925,-742383,0,16108862,197369,1933452,6213383,356061885,5124631,-17363212,2534515,13717683,null,327571106
04-2300472,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041349349302444,2019-05-31,2018-06-01,990,1632074,-373855,0,11579732,194551,1823478,3296952,365075720,4802197,1008984,1899726,12925290,null,356061885
04-2300472,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941029349301169,2018-05-31,2017-06-01,990,452140,-456956,0,6712219,0,1703526,1476136,358716518,4786360,17585791,3165149,12847800,null,365075720
04-2300472,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841039349301029,2017-05-31,2016-06-01,990,227941,-615469,0,17015345,0,1590562,1003746,316410569,21034097,37221874,2078168,13871854,null,358716518
04-2300472,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201711029349300116,2016-05-31,2015-06-01,990,109525,-191369,0,23001256,0,1405344,926399,327745268,6167204,-3245483,6015674,8240746,null,316410569
04-2300472,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201601049349300320,2015-05-31,2014-06-01,990,68,-321599,0,7549579,0,1247768,926939,321453450,5167442,14102364,3655853,9322135,null,327745268
04-2300472,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511049349300521,2014-05-31,2013-06-01,990,179027,241771,0,19768617,0,1166081,844206,290634435,2936790,39425073,632810,10910038,null,321453450
05-0258956,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401369349315055,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,381228134,7964492,30315008,5694881,13117553,2057972,398637228
05-0258956,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321359349309487,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,442909393,8079900,54765470,4969136,12372841,2346288,486066498
05-0258956,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202231329349305138,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,349011543,10335746,102576352,4649564,12360583,2004101,442909393
05-0258956,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101309349302520,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,351131815,6991521,8914697,4252195,12087266,1687029,349011543
05-0258956,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202031479349300958,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,349751090,2204660,17054669,4177848,12302815,1397941,351131815
05-0258956,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901359349307530,2018-06-30,2017-07-01,990,5062224,0,0,38702957,868271,0,3265780,329617433,7862794,27613364,3349337,11124893,868271,349751090
05-0258956,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801359349306045,2017-06-30,2016-07-01,990,7455905,0,0,-1855858,536385,0,2135392,303435588,4885757,36450289,3654454,10963362,536385,329617433
05-0258956,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201731359349301698,2016-06-30,2015-07-01,990,7134008,0,0,-6709219,1009018,0,2188318,324954472,2184349,-8145763,3346144,11202308,1009018,303435588
05-0258956,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631379349303513,2015-06-30,2014-07-01,990,6907668,0,0,-1848491,1108750,0,2328441,321597157,6119731,12626450,3141377,11138739,1108750,324954472
05-0258956,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541319349301944,2014-06-30,2013-07-01,990,6722679,0,0,-6548382,969363,0,1503535,298532484,3344013,38668235,3620096,14358116,969363,321597157
23-1352641,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202541049349300509,2024-05-31,2023-06-01,990,null,null,null,null,null,null,null,385312179,9096641,54431907,5141625,16947332,1366300,425385470
23-1352641,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202440829349300164,2023-05-31,2022-06-01,990,null,null,null,null,null,null,null,389675309,7340294,2588567,4877693,9414298,null,385312179
23-1352641,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301039349300610,2022-05-31,2021-06-01,990,4948908,118454,0,9463535,664738,0,9974748,401598853,7485282,-2718324,7646243,9044259,null,389675309
23-1352641,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202241039349300939,2021-05-31,2020-06-01,990,3665689,62757,0,15252849,566145,0,5896265,322736790,7485065,96749227,7129772,11342457,null,408498853
23-1352641,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202100819349300410,2020-05-31,2019-06-01,990,6758205,97877,0,3888810,513125,0,1694863,324181464,3333368,6215586,3759031,7234597,null,322736790
23-1352641,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202020919349300502,2019-05-31,2018-06-01,990,6455981,88653,0,1013820,496967,0,2328897,331220428,5723015,-1338043,3519307,7904629,null,324181464
23-1352641,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201910889349300401,2018-05-31,2017-06-01,990,5808996,75265,0,15046295,493274,0,2035001,313816062,5508588,20948978,3223251,5829949,null,331220428
23-1352641,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201820659349300437,2017-05-31,2016-06-01,990,4690719,47791,0,5808766,444051,0,1752089,282922994,9614508,31696071,3049711,7367800,null,313816062
23-1352641,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201710699349300426,2016-05-31,2015-06-01,990,4535931,46502,0,2321734,419659,0,1347943,295910848,9446858,-13285910,2889585,6259217,null,282922994
23-1352641,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201630889349300103,2015-05-31,2014-06-01,990,5205721,52890,0,4380466,424534,0,1394322,289299515,7014285,12563636,2659475,10307113,null,295910848
23-1352641,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201510819349300056,2014-05-31,2013-06-01,990,3113861,41290,0,4346977,393258,0,931060,261569952,10498020,25910780,2566186,6113051,null,289299515
15-0532239,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202431359349303273,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,352923378,5232565,42333703,8748854,10048260,2694979,378997553
15-0532239,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321329349302867,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,405077133,6666385,-40510134,7996533,7987862,2325611,352923378
15-0532239,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202221369349301307,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,322771681,10273230,89332463,7519011,7557813,2223417,405077133
15-0532239,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131379349300428,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,315660579,9000438,15442001,7263057,7295092,2773188,322771681
15-0532239,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041989349301289,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,305688519,11457489,12544195,6977720,4401632,2650272,315660579
15-0532239,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201911349349302431,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,295884037,2986521,19368258,6275126,4089121,2186050,305688519
15-0532239,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201820369349300447,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,267593470,5247026,37152535,6742222,4071411,3295361,295884037
15-0532239,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201700469349300720,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,282085578,7935596,-7102189,6804969,6200530,2320016,267593470
15-0532239,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201600469349301515,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,283875717,2685638,10903634,5934747,6278943,3165721,282085578
15-0532239,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201530439349301828,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,251421388,3093449,43696206,5903158,5926788,2505380,283875717
35-0868073,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202431349349304193,2023-06-30,2022-07-01,990,202494,-34020,null,76186,null,null,1082070,426217095,1637480,27906327,36263894,null,null,419497008
35-0868073,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321309349305142,2022-06-30,2021-07-01,990,7125,-22421,null,-95714,null,null,3523145,474820554,3505193,-22232530,29876121,null,null,426217096
35-0868073,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202241339349304109,2021-06-30,2020-07-01,990,-49691,9043,null,2748348,0,null,2631922,380029047,2895420,127436716,35540629,null,null,474820554
35-0868073,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101339349301725,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,418844928,803801,-6294175,33325507,null,null,380029047
35-0868073,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202011369349301941,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,429201775,730895,18568237,28991252,null,664727,418844928
35-0868073,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931359349309053,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,425494674,1377791,33062337,30052074,null,680953,429201775
35-0868073,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201811319349302976,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,201475368,3618835,27392415,9803098,null,320780,222362740
