ein,year,reference_link,tax_period_end_date,tax_period_start_date,return_type_code,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance
95-1643334,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101049349301335,2020-05-31,2019-06-01,990,6688344,-103894,246558,11075410,1187514,0,7195134,476198004,11820599,8260442,9037905,9420609,800000,477020531
95-1643334,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202031069349301408,2019-05-31,2018-06-01,990,6477799,443980,319292,16859375,1323334,0,7080681,477551820,16893174,4246396,6928842,14648544,916000,476198004
95-1643334,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931029349301218,2018-05-31,2017-06-01,990,5113662,573948,235849,31460787,1465597,0,6940755,457488665,8915421,38779926,12928059,13784133,920000,477551820
95-1643334,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201821039349301262,2017-05-31,2016-06-01,990,4454371,-44120,188799,3112357,1264083,0,6231622,418855522,17305101,50506621,13651151,14642428,885000,457488665
95-1643334,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201721039349300907,2016-05-31,2015-06-01,990,5282137,191090,179779,11338906,1196900,0,4668870,448480000,12381078,-14240231,6645000,20269325,851000,418855522
95-1643334,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201611069349301116,2015-05-31,2014-06-01,990,5887699,306373,344491,40046590,1072948,0,4338770,458000000,9758000,13814000,6244000,25978000,870000,448480000
95-1643334,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201501049349300220,2014-05-31,2013-06-01,990,6692597,387347,397395,10159287,1092499,0,4727720,412034000,17256000,49349000,4459000,15430000,750000,458000000
06-1043412,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401369349309120,2023-06-30,2022-07-01,990,10990133,1092125,54433762,20782747,2671903,30523178,13330333,639252080,2700652,56975371,null,26666944,null,672261159
06-1043412,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301329349307020,2022-06-30,2021-07-01,990,11802994,910082,43153958,18720005,2562376,23757222,13980956,708912642,700000,-46428944,null,23931618,null,639252080
06-1043412,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211369349307656,2021-06-30,2020-07-01,990,9187660,1050424,35097474,22424617,2130885,18749254,14910380,521317096,200000,211129485,null,23733939,null,708912642
06-1043412,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202111349349305181,2020-06-30,2019-07-01,990,8451049,616616,17081770,17244758,1963047,8055999,14081804,527896160,200000,26392986,null,33172050,null,521317096
06-1043412,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202021369349302507,2019-06-30,2018-07-01,990,8599445,275892,8929626,20403676,1859554,4835352,17494901,519177251,null,30612720,null,21893811,null,527896160
06-1043412,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201911359349304556,2018-06-30,2017-07-01,990,9003581,259925,7902324,17964937,1918068,3756949,20303732,483580340,10000000,46934592,null,21337681,null,519177251
06-1043412,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841359349303329,2017-06-30,2016-07-01,990,8575284,314652,6677380,39633844,1801421,3176146,21676411,437671124,5000000,61980431,null,21071215,null,483580340
06-1043412,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201701329349301910,2016-06-30,2015-07-01,990,7664544,488846,8676471,-7848186,1688402,2967991,25111979,470283553,null,-11779884,null,20832545,null,437671124
06-1043412,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201611379349304711,2015-06-30,2014-07-01,990,8289901,1242935,4870351,20760455,1705542,2450198,22572534,478119833,null,12468965,null,20305245,null,470283553
06-1043412,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511359349302936,2014-06-30,2013-07-01,990,9171511,3272954,5278041,16672002,1567716,2480707,21757809,427113202,null,71150262,null,20143631,null,478119833
95-2544535,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401369349317645,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,652515416,11992697,27651261,12786966,5919637,null,673452771
95-2544535,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202311329349309386,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,692915587,19612596,-40372740,10347793,9292234,null,652515416
95-2544535,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202201369349306365,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,532239476,8200707,169455131,9819047,7160680,null,692915587
95-2544535,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101379349310500,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,545566671,8113510,-5590452,8845480,7004773,null,532239476
95-2544535,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001909349300440,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,529996747,5469006,28115647,8971763,9042966,null,545566671
95-2544535,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941359349307904,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,503568114,3113526,39671322,9275808,7080407,null,529996747
95-2544535,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201831359349310943,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,449796470,11373825,58019704,6771465,8850420,null,503568114
95-2544535,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741329349304869,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,469984254,12465689,-16792900,6728035,9132538,null,449796470
95-2544535,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631349349304048,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,468765728,13643372,474660,2743967,10155539,null,469984254
95-2544535,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541349349308439,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,395588888,13803869,65156127,1925621,3857535,null,468765728
23-6002304,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202441359349311184,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,618975713,4568818,49576740,8568063,18675139,2681830,643196239
23-6002304,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301319349305265,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,641484724,16940195,-11934252,5800253,20579082,1135619,618975713
23-6002304,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202231329349307458,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,503436957,6495344,159161111,6088565,20345506,1174617,641484724
23-6002304,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202110789349301101,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,526881390,9740486,-5944382,6297088,19659148,1284301,503436957
23-6002304,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202040739349300039,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,518885600,6173080,28355450,6093045,19325027,1114668,526881390
23-6002304,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931339349301313,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,501738232,5554094,38155611,5867296,19404746,1290295,518885600
23-6002304,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801349349308385,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,462416786,9072007,53313849,5558400,16321658,1184352,501738232
23-6002304,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741329349302039,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,483411952,16591492,-18222620,5115752,13081280,1167006,462416786
23-6002304,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201641329349302024,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,488050406,10271178,9990545,4942593,17959897,2187827,483221812
23-6002304,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511359349301276,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,433261211,11132379,68842871,4623743,17528133,3034179,488050406
41-0693970,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401369349303575,2023-06-30,2022-07-01,990,10133701,null,288700,9909073,886518,null,6339269,698880968,17670137,33911950,9428259,30811493,null,710223303
41-0693970,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202341299349303539,2022-06-30,2021-07-01,990,6782177,null,232073,31696776,969902,null,18327793,708988747,23029947,-8905570,7833920,16398236,null,698880968
41-0693970,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202221369349304117,2021-06-30,2020-07-01,990,6604967,null,169083,25349576,1570261,null,14277261,550931157,9677842,165596839,6636723,10580368,null,708988747
41-0693970,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121169349301242,2020-06-30,2019-07-01,990,6631867,null,165104,7616372,1865085,null,7542919,540611135,37539844,-9655817,5670705,11893300,null,550931157
41-0693970,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041339349302559,2019-06-30,2018-07-01,990,7677410,null,193815,19969152,2741665,null,3982348,518710267,21953093,20235848,5562847,14870028,null,540466333
41-0693970,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201911339349303381,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,494001531,8224829,33566150,5253326,11828917,null,518710267
41-0693970,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201821359349302312,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,447478684,15657756,49686878,4523618,10298129,null,498001571
41-0693970,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741359349303614,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,468496969,8895211,-12856980,3993887,13062629,null,447478684
41-0693970,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201621339349303557,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,495499932,-16071423,2959220,3675547,10215213,null,468496969
41-0693970,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511339349304241,2014-06-30,2013-07-01,990,5761509,0,173335,18610410,2392067,0,2869395,440994846,11108133,57221183,3675547,10148683,null,495499932
04-2121659,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401319349300040,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,587107058,7970966,59079208,10282412,15109512,null,628765308
04-2121659,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301259349302340,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,630915527,12869512,-31950308,9825960,14901713,null,587107058
04-2121659,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211259349303036,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,484367049,10106274,160615648,9447238,14726206,null,630915527
04-2121659,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121259349302907,2020-06-30,2019-07-01,990,5865103,0,223551,-4409090,418993,0,1875000,508521354,4302473,-9351199,9007430,10098149,null,484367049
04-2121659,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202021969349301312,2019-06-30,2018-07-01,990,6978649,0,236636,-6394,707716,0,1130000,500270617,9366879,21649079,8986726,13778495,null,508521354
04-2121659,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201911339349303986,2018-06-30,2017-07-01,990,7326249,0,32382,11335,631000,0,2694788,484527764,6005130,33375177,9616870,14020584,null,500270617
04-2121659,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801319349300010,2017-06-30,2016-07-01,990,7249520,0,55591,-1504965,695000,0,2687978,453173354,6870914,48215959,9804243,13928220,null,484527764
04-2121659,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201711299349302441,2016-06-30,2015-07-01,990,5214966,0,60668,-1778678,601000,0,2706044,419308857,54754960,-111677,7317938,13460848,0,453173354
04-2121659,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201641319349303054,2015-06-30,2014-07-01,990,4643900,0,261849,-1952244,484000,0,2654438,416207100,16935708,5211050,6495947,12549054,0,419308857
04-2121659,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201521329349303782,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,372171561,5952523,56534087,7028961,11422110,0,416207100
13-1624225,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421369349318457,2023-06-30,2022-07-01,990,6634006,2733818,44053,33205606,2855478,415,3455298,484042234,4955523,23518145,18211666,24146764,null,470157472
13-1624225,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301359349316225,2022-06-30,2021-07-01,990,1171266,1899531,53327,60764774,3453958,0,10375199,542363183,6927622,-41549855,12055094,11643622,null,484042234
13-1624225,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202231369349305798,2021-06-30,2020-07-01,990,5664488,3775673,87740,29290998,1872127,0,8117210,442165338,7869681,127541828,18941217,16272447,null,542363183
13-1624225,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202101349349304970,2020-06-30,2019-07-01,990,6473553,4289729,48869,20021612,1914366,643,4412641,471645736,4741205,22310543,12459404,44072742,null,442165338
13-1624225,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202031979349302188,2019-06-30,2018-07-01,990,8070409,3629831,33222,43088478,1930039,0,5284217,481708396,3455337,10764843,12480697,11802143,null,471645736
13-1624225,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941349349309504,2018-06-30,2017-07-01,990,6690957,2995124,69302,11265942,2841980,0,3828247,473543139,4686051,28674036,12579153,12615677,null,481708396
13-1624225,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201821349349303362,2017-06-30,2016-07-01,990,4959852,4501161,65643,64709756,2070270,0,3183095,445422370,5577747,42232032,11314389,8374621,null,473543139
13-1624225,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201731329349302058,2016-06-30,2015-07-01,990,18286551,4699528,384775,8085934,1882793,103210,30269638,859128606,3353243,14444526,13139676,418364329,null,445422370
13-1624225,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201611339349302871,2015-06-30,2014-07-01,990,8246125,4733223,3409239,10620542,1360222,864622,186244548,884852416,4796779,22484116,17861955,35142750,null,859128606
13-1624225,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541349349308699,2014-06-30,2013-07-01,990,11726631,2419398,2645516,101309507,1629805,978547,192053714,1000190189,8709186,100434672,17633841,195343878,null,896356328
95-1667177,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421249349300437,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,575933105,17704268,34631929,10635895,12589132,695612,604348663
95-1667177,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301379349301535,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,575809817,19615964,3215133,10243332,11734383,730094,575933105
95-1667177,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202231329349307583,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,439089409,10701304,153367407,12082530,14589707,676066,575809817
95-1667177,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202111269349302301,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,448094636,18571934,-5462767,9938869,11502626,672899,439089409
95-1667177,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001339349303270,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,434234019,9217196,26122904,9907669,10939404,632410,448094636
95-1667177,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941339349307094,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,413429864,9419724,32460536,9853567,10563926,658612,434234019
95-1667177,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201841349349310759,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,371680490,9765465,52844846,9582333,10630098,648506,413429864
95-1667177,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201721329349306747,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,392166640,13935888,-14473295,9038596,10166252,743895,371680490
95-1667177,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201611349349305001,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,406096354,8406887,491867,8532879,9436437,4859152,392166640
95-1667177,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201631559349300763,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,356767066,6409801,65456742,8611065,9588959,4337231,406096354
44-0556862,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202541009349300314,2024-05-31,2023-06-01,990,null,null,null,null,null,null,null,567380345,2970327,112000628,30653399,null,221718,651476183
44-0556862,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202431019349301828,2023-05-31,2022-06-01,990,null,null,null,null,null,null,null,586442373,1400647,-9338825,10892662,null,231188,567380345
44-0556862,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202311019349300031,2022-05-31,2021-06-01,990,null,null,null,null,null,null,null,665133488,1777571,-54515600,25642468,null,310618,586442373
44-0556862,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211019349300816,2021-05-31,2020-06-01,990,null,null,null,null,null,null,null,480520344,15470651,185342078,16000000,null,199585,665133488
44-0556862,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202140979349301754,2020-05-31,2019-06-01,990,null,null,null,null,null,null,null,476624241,1000063,21451859,18403857,null,151962,480520344
44-0556862,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001969349303715,2019-05-31,2018-06-01,990,null,null,null,null,null,null,null,509082719,1036078,-15713388,17595069,null,186099,476624241
44-0556862,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201940939349301209,2018-05-31,2017-06-01,990,null,null,null,null,null,null,null,459301807,768005,63068298,13888465,null,166926,509082719
44-0556862,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201830749349300728,2017-05-31,2016-06-01,990,null,null,null,null,null,null,null,412231977,2084038,61563355,16387708,null,189855,459301807
44-0556862,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201700339349300720,2016-05-31,2015-06-01,990,null,null,null,null,null,null,null,442272293,7523795,-24302226,12090000,null,1171885,412231977
44-0556862,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201600199349300640,2015-05-31,2014-06-01,990,null,null,null,null,null,null,null,427271668,1837871,26583464,12298242,0,1122468,442272293
44-0556862,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201500429349301255,2014-05-31,2013-06-01,990,null,null,null,null,null,null,null,376037959,2179035,60988046,10761694,null,1171678,427271668
94-1156266,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421289349303137,2023-06-30,2022-07-01,990,15843817,4489420,0,8075558,2819207,null,25642461,568232594,12486918,42881874,21105737,0,3751803,598743846
94-1156266,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202311309349302666,2022-06-30,2021-07-01,990,8946722,2218881,0,34156908,3195254,null,17891126,625142889,9977179,-43329749,18914335,0,4643390,568232594
94-1156266,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202201269349300735,2021-06-30,2020-07-01,990,9231669,5682659,0,40594665,3458007,null,27612210,455799448,8620550,183971319,18364413,0,4884015,625142889
94-1156266,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202141319349302279,2020-06-30,2019-07-01,990,8388452,6531827,0,5705037,2370025,null,11254365,463312942,11122036,2320651,17075735,0,3880446,455799448
94-1156266,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202011299349301341,2019-06-30,2018-07-01,990,9838689,6853663,0,10062633,2440254,null,11490510,452976087,13736818,16294564,16284234,0,3410293,463312942
94-1156266,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931159349301118,2018-06-30,2017-07-01,990,12883966,6807509,0,16448206,2510602,null,11065222,423478347,10541829,37810286,15492191,0,3362184,452976087
94-1156266,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201831159349300213,2017-06-30,2016-07-01,990,8721227,6284391,0,17695459,2326766,null,11165013,375243643,15085253,51369988,14873990,0,3346547,423478347
94-1156266,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201701219349300410,2016-06-30,2015-07-01,990,9135837,6172568,0,10726692,1857718,null,11604208,390625084,9514705,-7845182,14213398,0,2837566,375243643
94-1156266,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201621249349300032,2015-06-30,2014-07-01,990,11391908,3749176,null,26417697,2095007,null,11549339,386612949,6748357,13492697,13655451,0,2573468,390625084
94-1156266,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201531319349301513,2014-06-30,2013-07-01,990,7133248,669534,0,67830071,1756907,0,14233517,223274000,109770012,64513344,8674469,null,2269938,386612949
23-1365954,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202431299349303758,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,625256155,3359604,14272057,9522433,11182355,3529895,618653133
23-1365954,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202341249349302024,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,629974955,20155176,-2021593,9052007,10648083,3152293,625256155
23-1365954,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211269349300711,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,472755529,3919138,174755606,8454819,10049093,2951406,629974955
23-1365954,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202141269349301349,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,482115376,3038827,8241959,8016104,9790049,2834480,472755529
23-1365954,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202011349349301611,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,467544916,3516520,30923105,7682448,9387324,2799393,482115376
23-1365954,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201921339349300532,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,441394962,9531079,37588325,7255295,9389043,4325111,467544917
23-1365954,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201821139349300807,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,407956152,3938597,50654988,7074886,9372710,4707179,441394962
23-1365954,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201721159349300917,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,439533704,1655554,-13746868,6859099,8881067,3746072,407956152
23-1365954,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631249349300913,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,430826413,1251809,26221746,6695518,8102093,3968653,439533704
23-1365954,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541149349300514,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,383627404,2483050,61660389,6011792,7592347,3340291,430826413
31-4379507,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421309349303087,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,503661845,16237090,48743897,6180930,16577858,null,545884044
31-4379507,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301319349302740,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,531585913,19959602,-23757474,5894613,18231583,null,503661845
31-4379507,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202221369349307807,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,409156876,11929411,133046285,5512554,17034105,null,531585913
31-4379507,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131349349300908,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,412252003,19443417,-55731,5468683,17014130,null,409156876
31-4379507,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001919349301885,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,405108546,12908564,17837711,5200761,18402057,null,412252003
31-4379507,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941349349304579,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,231515999,163788088,20275335,5053049,5417827,null,405108546
31-4379507,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201811349349307766,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,201728914,17558391,22948510,4662283,6057533,null,231515999
31-4379507,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201731359349301823,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,213628161,2494144,-4111488,4321325,5960578,null,201728914
31-4379507,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631339349300308,2015-06-30,2014-07-01,990,6334854,-128531,0,14426424,916823,0,783962,210519201,3110779,9181548,4101462,5081905,null,213628161
31-4379507,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511349349303031,2014-06-30,2013-07-01,990,8671780,-63726,0,14063655,2769048,0,879134,193161995,3302935,22185989,3307468,4824250,null,210519201
23-1355135,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401309349304145,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23-1355135,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301249349302365,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23-1355135,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211339349305971,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23-1355135,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131339349303353,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23-1355135,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202041349349301004,2019-06-30,2018-07-01,990,583750,489034,0,0,0,0,4804672,null,null,null,null,null,null,null
23-1355135,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201921349349304317,2018-06-30,2017-07-01,990,344873,525129,0,0,0,0,4186299,null,null,null,null,null,null,null
23-1355135,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201811319349301601,2017-06-30,2016-07-01,990,150454,554729,0,0,0,0,4394645,null,null,null,null,null,null,null
23-1355135,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741309349301004,2016-06-30,2015-07-01,990,104153,769267,0,0,0,0,2530825,null,null,null,null,null,null,null
23-1355135,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631339349303588,2015-06-30,2014-07-01,990,120519,787255,0,0,0,0,2225833,null,null,null,null,null,null,null
23-1355135,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201521329349301227,2014-06-30,2013-07-01,990,238776,784039,0,0,0,0,3331248,null,null,null,null,null,null,null
36-2182171,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421369349315667,2023-06-30,2022-07-01,990,15619332,39608,34583,3120700,436680,null,1249920,529360239,10191198,45029315,26270843,78045,0,558231864
36-2182171,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321359349306812,2022-06-30,2021-07-01,990,11650066,39462,21891,40082913,515947,0,5898817,647433000,5320026,-99389816,23849063,153908,0,529360239
36-2182171,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202201369349309125,2021-06-30,2020-07-01,990,8006198,41192,23857,114806437,489700,null,4748604,502044000,11367000,157876000,22466000,1388000,0,647433000
36-2182171,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202111349349305921,2020-06-30,2019-07-01,990,11378518,39050,3161,16095767,784,0,1014092,503365999,5549000,15689001,21288000,1272000,0,502044000
36-2182171,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202011959349302226,2019-06-30,2018-07-01,990,10500071,40146,4028,36546532,6905,null,583403,489131000,10974000,24264000,20207000,796000,0,503366000
36-2182171,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931349349309033,2018-06-30,2017-07-01,990,8993504,44523,5822,24151439,0,0,708947,446376000,7709000,57009000,18405000,3558000,0,489131000
36-2182171,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201831349349308948,2017-06-30,2016-07-01,990,8236925,42275,4396,17587167,12366,0,832792,388033000,4647000,76988000,17865000,5427000,0,446376000
